原始词语,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,COL_1,COL_2,COL_3,COL_4,COL_5,COL_6,COL_7,COL_8,COL_9,COL_10,COL_11,COL_12,COL_13,COL_14,COL_15,COL_16,COL_17,COL_18,COL_19,COL_20,COL_21,COL_22,COL_23,COL_24,COL_25,COL_26,COL_27,COL_28,COL_29,COL_30,COL_31,COL_32,COL_33,COL_34,COL_35,COL_36,COL_37,COL_38,COL_39,COL_40,COL_41,COL_42,COL_43,COL_44,COL_45,COL_46,COL_47,COL_48,COL_49,COL_50,COL_51,COL_52,COL_53,COL_54,COL_55,COL_56,COL_57,COL_58,COL_59,COL_60,COL_61,COL_62,COL_63,COL_64,COL_65,COL_66,COL_67,COL_68,COL_69,COL_70,COL_71,COL_72,COL_73,COL_74,COL_75,COL_76,COL_77,COL_78,COL_79,COL_80,COL_81,COL_82,COL_83,COL_84,COL_85,COL_86,COL_87,COL_88,COL_89,COL_90,COL_91,COL_92,COL_93,COL_94,COL_95
後生可畏,後生畏可,後可生畏,後可畏生,後畏生可,後畏可生,生後可畏,生後畏可,生可後畏,生可畏後,生畏後可,生畏可後,可後生畏,可後畏生,可生後畏,可生畏後,可畏後生,可畏生後,畏後生可,畏後可生,畏生後可,畏生可後,畏可後生,畏可生後,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巧言令色,巧言色令,巧令言色,巧令色言,巧色言令,巧色令言,言巧令色,言巧色令,言令巧色,言令色巧,言色巧令,言色令巧,令巧言色,令巧色言,令言巧色,令言色巧,令色巧言,令色言巧,色巧言令,色巧令言,色言巧令,色言令巧,色令巧言,色令言巧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紅毛碧眼,紅毛眼碧,紅碧毛眼,紅碧眼毛,紅眼毛碧,紅眼碧毛,毛紅碧眼,毛紅眼碧,毛碧紅眼,毛碧眼紅,毛眼紅碧,毛眼碧紅,碧紅毛眼,碧紅眼毛,碧毛紅眼,碧毛眼紅,碧眼紅毛,碧眼毛紅,眼紅毛碧,眼紅碧毛,眼毛紅碧,眼毛碧紅,眼碧紅毛,眼碧毛紅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高山流水,高山水流,高流山水,高流水山,高水山流,高水流山,山高流水,山高水流,山流高水,山流水高,山水高流,山水流高,流高山水,流高水山,流山高水,流山水高,流水高山,流水山高,水高山流,水高流山,水山高流,水山流高,水流高山,水流山高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豪放磊落,豪放落磊,豪磊放落,豪磊落放,豪落放磊,豪落磊放,放豪磊落,放豪落磊,放磊豪落,放磊落豪,放落豪磊,放落磊豪,磊豪放落,磊豪落放,磊放豪落,磊放落豪,磊落豪放,磊落放豪,落豪放磊,落豪磊放,落放豪磊,落放磊豪,落磊豪放,落磊放豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刻苦勉励,刻苦励勉,刻勉苦励,刻勉励苦,刻励苦勉,刻励勉苦,苦刻勉励,苦刻励勉,苦勉刻励,苦勉励刻,苦励刻勉,苦励勉刻,勉刻苦励,勉刻励苦,勉苦刻励,勉苦励刻,勉励刻苦,勉励苦刻,励刻苦勉,励刻勉苦,励苦刻勉,励苦勉刻,励勉刻苦,励勉苦刻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骨肉相食,骨肉食相,骨相肉食,骨相食肉,骨食肉相,骨食相肉,肉骨相食,肉骨食相,肉相骨食,肉相食骨,肉食骨相,肉食相骨,相骨肉食,相骨食肉,相肉骨食,相肉食骨,相食骨肉,相食肉骨,食骨肉相,食骨相肉,食肉骨相,食肉相骨,食相骨肉,食相肉骨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
困知勉行,困知行勉,困勉知行,困勉行知,困行知勉,困行勉知,知困勉行,知困行勉,知勉困行,知勉行困,知行困勉,知行勉困,勉困知行,勉困行知,勉知困行,勉知行困,勉行困知,勉行知困,行困知勉,行困勉知,行知困勉,行知勉困,行勉困知,行勉知困,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昨日今日,昨日日今,昨今日日,昨今日日,昨日日今,昨日今日,日昨今日,日昨日今,日今昨日,日今日昨,日日昨今,日日今昨,今昨日日,今昨日日,今日昨日,今日日昨,今日昨日,今日日昨,日昨日今,日昨今日,日日昨今,日日今昨,日今昨日,日今日昨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
才色兼備,才色備兼,才兼色備,才兼備色,才備色兼,才備兼色,色才兼備,色才備兼,色兼才備,色兼備才,色備才兼,色備兼才,兼才色備,兼才備色,兼色才備,兼色備才,兼備才色,兼備色才,備才色兼,備才兼色,備色才兼,備色兼才,備兼才色,備兼色才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
再起不能,再起能不,再不起能,再不能起,再能起不,再能不起,起再不能,起再能不,起不再能,起不能再,起能再不,起能不再,不再起能,不再能起,不起再能,不起能再,不能再起,不能起再,能再起不,能再不起,能起再不,能起不再,能不再起,能不起再,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三者三様,三者様三,三三者様,三三様者,三様者三,三様三者,者三三様,者三様三,者三三様,者三様三,者様三三,者様三三,三三者様,三三様者,三者三様,三者様三,三様三者,三様者三,様三者三,様三三者,様者三三,様者三三,様三三者,様三者三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三拝九拝,三拝拝九,三九拝拝,三九拝拝,三拝拝九,三拝九拝,拝三九拝,拝三拝九,拝九三拝,拝九拝三,拝拝三九,拝拝九三,九三拝拝,九三拝拝,九拝三拝,九拝拝三,九拝三拝,九拝拝三,拝三拝九,拝三九拝,拝拝三九,拝拝九三,拝九三拝,拝九拝三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四分五裂,四分裂五,四五分裂,四五裂分,四裂分五,四裂五分,分四五裂,分四裂五,分五四裂,分五裂四,分裂四五,分裂五四,五四分裂,五四裂分,五分四裂,五分裂四,五裂四分,五裂分四,裂四分五,裂四五分,裂分四五,裂分五四,裂五四分,裂五分四,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士魂商才,士魂才商,士商魂才,士商才魂,士才魂商,士才商魂,魂士商才,魂士才商,魂商士才,魂商才士,魂才士商,魂才商士,商士魂才,商士才魂,商魂士才,商魂才士,商才士魂,商才魂士,才士魂商,才士商魂,才魂士商,才魂商士,才商士魂,才商魂士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志操堅固,志操固堅,志堅操固,志堅固操,志固操堅,志固堅操,操志堅固,操志固堅,操堅志固,操堅固志,操固志堅,操固堅志,堅志操固,堅志固操,堅操志固,堅操固志,堅固志操,堅固操志,固志操堅,固志堅操,固操志堅,固操堅志,固堅志操,固堅操志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自暴自棄,自暴棄自,自自暴棄,自自棄暴,自棄暴自,自棄自暴,暴自自棄,暴自棄自,暴自自棄,暴自棄自,暴棄自自,暴棄自自,自自暴棄,自自棄暴,自暴自棄,自暴棄自,自棄自暴,自棄暴自,棄自暴自,棄自自暴,棄暴自自,棄暴自自,棄自自暴,棄自暴自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自力更生,自力生更,自更力生,自更生力,自生力更,自生更力,力自更生,力自生更,力更自生,力更生自,力生自更,力生更自,更自力生,更自生力,更力自生,更力生自,更生自力,更生力自,生自力更,生自更力,生力自更,生力更自,生更自力,生更力自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七転八起,七転起八,七八転起,七八起転,七起転八,七起八転,転七八起,転七起八,転八七起,転八起七,転起七八,転起八七,八七転起,八七起転,八転七起,八転起七,八起七転,八起転七,起七転八,起七八転,起転七八,起転八七,起八七転,起八転七,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
釈迦牟尼,釈迦尼牟,釈牟迦尼,釈牟尼迦,釈尼迦牟,釈尼牟迦,迦釈牟尼,迦釈尼牟,迦牟釈尼,迦牟尼釈,迦尼釈牟,迦尼牟釈,牟釈迦尼,牟釈尼迦,牟迦釈尼,牟迦尼釈,牟尼釈迦,牟尼迦釈,尼釈迦牟,尼釈牟迦,尼迦釈牟,尼迦牟釈,尼牟釈迦,尼牟迦釈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取捨選択,取捨択選,取選捨択,取選択捨,取択捨選,取択選捨,捨取選択,捨取択選,捨選取択,捨選択取,捨択取選,捨択選取,選取捨択,選取択捨,選捨取択,選捨択取,選択取捨,選択捨取,択取捨選,択取選捨,択捨取選,択捨選取,択選取捨,択選捨取,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主客転倒,主客倒転,主転客倒,主転倒客,主倒客転,主倒転客,客主転倒,客主倒転,客転主倒,客転倒主,客倒主転,客倒転主,転主客倒,転主倒客,転客主倒,転客倒主,転倒主客,転倒客主,倒主客転,倒主転客,倒客主転,倒客転主,倒転主客,倒転客主,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
守株待兔,守株兔待,守待株兔,守待兔株,守兔株待,守兔待株,株守待兔,株守兔待,株待守兔,株待兔守,株兔守待,株兔待守,待守株兔,待守兔株,待株守兔,待株兔守,待兔守株,待兔株守,兔守株待,兔守待株,兔株守待,兔株待守,兔待守株,兔待株守,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手前味噌,手前噌味,手味前噌,手味噌前,手噌前味,手噌味前,前手味噌,前手噌味,前味手噌,前味噌手,前噌手味,前噌味手,味手前噌,味手噌前,味前手噌,味前噌手,味噌手前,味噌前手,噌手前味,噌手味前,噌前手味,噌前味手,噌味手前,噌味前手,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
熟慮断行,熟慮行断,熟断慮行,熟断行慮,熟行慮断,熟行断慮,慮熟断行,慮熟行断,慮断熟行,慮断行熟,慮行熟断,慮行断熟,断熟慮行,断熟行慮,断慮熟行,断慮行熟,断行熟慮,断行慮熟,行熟慮断,行熟断慮,行慮熟断,行慮断熟,行断熟慮,行断慮熟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春夏秋冬,春夏冬秋,春秋夏冬,春秋冬夏,春冬夏秋,春冬秋夏,夏春秋冬,夏春冬秋,夏秋春冬,夏秋冬春,夏冬春秋,夏冬秋春,秋春夏冬,秋春冬夏,秋夏春冬,秋夏冬春,秋冬春夏,秋冬夏春,冬春夏秋,冬春秋夏,冬夏春秋,冬夏秋春,冬秋春夏,冬秋夏春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常住坐臥,常住臥坐,常坐住臥,常坐臥住,常臥住坐,常臥坐住,住常坐臥,住常臥坐,住坐常臥,住坐臥常,住臥常坐,住臥坐常,坐常住臥,坐常臥住,坐住常臥,坐住臥常,坐臥常住,坐臥住常,臥常住坐,臥常坐住,臥住常坐,臥住坐常,臥坐常住,臥坐住常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生々流転,生々転流,生流々転,生流転々,生転々流,生転流々,々生流転,々生転流,々流生転,々流転生,々転生流,々転流生,流生々転,流生転々,流々生転,流々転生,流転生々,流転々生,転生々流,転生流々,転々生流,転々流生,転流生々,転流々生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛衰興亡,盛衰亡興,盛興衰亡,盛興亡衰,盛亡衰興,盛亡興衰,衰盛興亡,衰盛亡興,衰興盛亡,衰興亡盛,衰亡盛興,衰亡興盛,興盛衰亡,興盛亡衰,興衰盛亡,興衰亡盛,興亡盛衰,興亡衰盛,亡盛衰興,亡盛興衰,亡衰盛興,亡衰興盛,亡興盛衰,亡興衰盛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
精励恪勤,精励勤恪,精恪励勤,精恪勤励,精勤励恪,精勤恪励,励精恪勤,励精勤恪,励恪精勤,励恪勤精,励勤精恪,励勤恪精,恪精励勤,恪精勤励,恪励精勤,恪励勤精,恪勤精励,恪勤励精,勤精励恪,勤精恪励,勤励精恪,勤励恪精,勤恪精励,勤恪励精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
精神一到,精神到一,精一神到,精一到神,精到神一,精到一神,神精一到,神精到一,神一精到,神一到精,神到精一,神到一精,一精神到,一精到神,一神精到,一神到精,一到精神,一到神精,到精神一,到精一神,到神精一,到神一精,到一精神,到一神精,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青天霹靂,青天靂霹,青霹天靂,青霹靂天,青靂天霹,青靂霹天,天青霹靂,天青靂霹,天霹青靂,天霹靂青,天靂青霹,天靂霹青,霹青天靂,霹青靂天,霹天青靂,霹天靂青,霹靂青天,霹靂天青,靂青天霹,靂青霹天,靂天青霹,靂天霹青,靂霹青天,靂霹天青,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青息吐息,青息息吐,青吐息息,青吐息息,青息息吐,青息吐息,息青吐息,息青息吐,息吐青息,息吐息青,息息青吐,息息吐青,吐青息息,吐青息息,吐息青息,吐息息青,吐息青息,吐息息青,息青息吐,息青吐息,息息青吐,息息吐青,息吐青息,息吐息青,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千客万来,千客来万,千万客来,千万来客,千来客万,千来万客,客千万来,客千来万,客万千来,客万来千,客来千万,客来万千,万千客来,万千来客,万客千来,万客来千,万来千客,万来客千,来千客万,来千万客,来客千万,来客万千,来万千客,来万客千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千軍万馬,千軍馬万,千万軍馬,千万馬軍,千馬軍万,千馬万軍,軍千万馬,軍千馬万,軍万千馬,軍万馬千,軍馬千万,軍馬万千,万千軍馬,万千馬軍,万軍千馬,万軍馬千,万馬千軍,万馬軍千,馬千軍万,馬千万軍,馬軍千万,馬軍万千,馬万千軍,馬万軍千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千差万別,千差別万,千万差別,千万別差,千別差万,千別万差,差千万別,差千別万,差万千別,差万別千,差別千万,差別万千,万千差別,万千別差,万差千別,万差別千,万別千差,万別差千,別千差万,別千万差,別差千万,別差万千,別万千差,別万差千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千変万化,千変化万,千万変化,千万化変,千化変万,千化万変,変千万化,変千化万,変万千化,変万化千,変化千万,変化万千,万千変化,万千化変,万変千化,万変化千,万化千変,万化変千,化千変万,化千万変,化変千万,化変万千,化万千変,化万変千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
先手必勝,先手勝必,先必手勝,先必勝手,先勝手必,先勝必手,手先必勝,手先勝必,手必先勝,手必勝先,手勝先必,手勝必先,必先手勝,必先勝手,必手先勝,必手勝先,必勝先手,必勝手先,勝先手必,勝先必手,勝手先必,勝手必先,勝必先手,勝必手先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
先憂後楽,先憂楽後,先後憂楽,先後楽憂,先楽憂後,先楽後憂,憂先後楽,憂先楽後,憂後先楽,憂後楽先,憂楽先後,憂楽後先,後先憂楽,後先楽憂,後憂先楽,後憂楽先,後楽先憂,後楽憂先,楽先憂後,楽先後憂,楽憂先後,楽憂後先,楽後先憂,楽後憂先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前代未聞,前代聞未,前未代聞,前未聞代,前聞代未,前聞未代,代前未聞,代前聞未,代未前聞,代未聞前,代聞前未,代聞未前,未前代聞,未前聞代,未代前聞,未代聞前,未聞前代,未聞代前,聞前代未,聞前未代,聞代前未,聞代未前,聞未前代,聞未代前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全知全能,全知能全,全全知能,全全能知,全能知全,全能全知,知全全能,知全能全,知全全能,知全能全,知能全全,知能全全,全全知能,全全能知,全知全能,全知能全,全能全知,全能知全,能全知全,能全全知,能知全全,能知全全,能全全知,能全知全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
相互扶助,相互助扶,相扶互助,相扶助互,相助互扶,相助扶互,互相扶助,互相助扶,互扶相助,互扶助相,互助相扶,互助扶相,扶相互助,扶相助互,扶互相助,扶互助相,扶助相互,扶助互相,助相互扶,助相扶互,助互相扶,助互扶相,助扶相互,助扶互相,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泰然自若,泰然若自,泰自然若,泰自若然,泰若然自,泰若自然,然泰自若,然泰若自,然自泰若,然自若泰,然若泰自,然若自泰,自泰然若,自泰若然,自然泰若,自然若泰,自若泰然,自若然泰,若泰然自,若泰自然,若然泰自,若然自泰,若自泰然,若自然泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大義名分,大義分名,大名義分,大名分義,大分義名,大分名義,義大名分,義大分名,義名大分,義名分大,義分大名,義分名大,名大義分,名大分義,名義大分,名義分大,名分大義,名分義大,分大義名,分大名義,分義大名,分義名大,分名大義,分名義大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同小異,大同異小,大小同異,大小異同,大異同小,大異小同,同大小異,同大異小,同小大異,同小異大,同異大小,同異小大,小大同異,小大異同,小同大異,小同異大,小異大同,小異同大,異大同小,異大小同,異同大小,異同小大,異小大同,異小同大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大願成就,大願就成,大成願就,大成就願,大就願成,大就成願,願大成就,願大就成,願成大就,願成就大,願就大成,願就成大,成大願就,成大就願,成願大就,成願就大,成就大願,成就願大,就大願成,就大成願,就願大成,就願成大,就成大願,就成願大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卓越超群,卓越群超,卓超越群,卓超群越,卓群越超,卓群超越,越卓超群,越卓群超,越超卓群,越超群卓,越群卓超,越群超卓,超卓越群,超卓群越,超越卓群,超越群卓,超群卓越,超群越卓,群卓越超,群卓超越,群越卓超,群越超卓,群超卓越,群超越卓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
断崖絶壁,断崖壁絶,断絶崖壁,断絶壁崖,断壁崖絶,断壁絶崖,崖断絶壁,崖断壁絶,崖絶断壁,崖絶壁断,崖壁断絶,崖壁絶断,絶断崖壁,絶断壁崖,絶崖断壁,絶崖壁断,絶壁断崖,絶壁崖断,壁断崖絶,壁断絶崖,壁崖断絶,壁崖絶断,壁絶断崖,壁絶崖断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
知行合一,知行一合,知合行一,知合一行,知一行合,知一合行,行知合一,行知一合,行合知一,行合一知,行一知合,行一合知,合知行一,合知一行,合行知一,合行一知,合一知行,合一行知,一知行合,一知合行,一行知合,一行合知,一合知行,一合行知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中流砥柱,中流柱砥,中砥流柱,中砥柱流,中柱流砥,中柱砥流,流中砥柱,流中柱砥,流砥中柱,流砥柱中,流柱中砥,流柱砥中,砥中流柱,砥中柱流,砥流中柱,砥流柱中,砥柱中流,砥柱流中,柱中流砥,柱中砥流,柱流中砥,柱流砥中,柱砥中流,柱砥流中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
直立不動,直立動不,直不立動,直不動立,直動立不,直動不立,立直不動,立直動不,立不直動,立不動直,立動直不,立動不直,不直立動,不直動立,不立直動,不立動直,不動直立,不動立直,動直立不,動直不立,動立直不,動立不直,動不直立,動不立直,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝三暮四,朝三四暮,朝暮三四,朝暮四三,朝四三暮,朝四暮三,三朝暮四,三朝四暮,三暮朝四,三暮四朝,三四朝暮,三四暮朝,暮朝三四,暮朝四三,暮三朝四,暮三四朝,暮四朝三,暮四三朝,四朝三暮,四朝暮三,四三朝暮,四三暮朝,四暮朝三,四暮三朝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長短一考,長短考一,長一短考,長一考短,長考短一,長考一短,短長一考,短長考一,短一長考,短一考長,短考長一,短考一長,一長短考,一長考短,一短長考,一短考長,一考長短,一考短長,考長短一,考長一短,考短長一,考短一長,考一長短,考一短長,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沈思黙考,沈思考黙,沈黙思考,沈黙考思,沈考思黙,沈考黙思,思沈黙考,思沈考黙,思黙沈考,思黙考沈,思考沈黙,思考黙沈,黙沈思考,黙沈考思,黙思沈考,黙思考沈,黙考沈思,黙考思沈,考沈思黙,考沈黙思,考思沈黙,考思黙沈,考黙沈思,考黙思沈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
